"","**Characteristic**","**TEST_HOSP**"
"636","ECVM210900711","1 (<0.1%)"
"637","ECVM210900712","1 (<0.1%)"
"638","ECVM210900713","1 (<0.1%)"
"639","ECVM210900714","1 (<0.1%)"
"640","ECVM210900715","1 (<0.1%)"
"641","ECVM210900716","1 (<0.1%)"
"642","ECVM210900717","1 (<0.1%)"
"643","ECVM210900718","1 (<0.1%)"
"644","ECVM210900719","1 (<0.1%)"
"645","ECVM210900720","1 (<0.1%)"
"646","ECVM210900722","1 (<0.1%)"
"647","ECVM210900725","1 (<0.1%)"
"648","ECVM210900726","1 (<0.1%)"
"649","ECVM210900727","1 (<0.1%)"
"650","ECVM210900728","1 (<0.1%)"
"651","ECVM210900729","1 (<0.1%)"
"652","ECVM210900730","1 (<0.1%)"
"653","ECVM210900731","1 (<0.1%)"
"654","ECVM210900732","1 (<0.1%)"
"655","ECVM210900733","1 (<0.1%)"
"656","ECVM210900734","1 (<0.1%)"
"657","ECVM210900735","1 (<0.1%)"
"658","ECVM210900736","1 (<0.1%)"
"659","ECVM210900737","1 (<0.1%)"
"660","ECVM210900738","1 (<0.1%)"
"661","ECVM210900739","1 (<0.1%)"
"662","ECVM210900740","1 (<0.1%)"
"663","ECVM210900741","1 (<0.1%)"
"664","ECVM210900742","1 (<0.1%)"
"665","ECVM210900743","1 (<0.1%)"
"666","ECVM210900744","1 (<0.1%)"
"667","ECVM210900745","1 (<0.1%)"
"668","ECVM210900746","1 (<0.1%)"
"669","ECVM210900747","1 (<0.1%)"
"670","ECVM210900748","1 (<0.1%)"
"671","ECVM210900749","1 (<0.1%)"
"672","ECVM210900750","1 (<0.1%)"
"673","ECVM210900751","1 (<0.1%)"
"674","ECVM210900752","1 (<0.1%)"
"675","ECVM210900754","1 (<0.1%)"
"676","ECVM210900755","1 (<0.1%)"
"677","ECVM210900757","1 (<0.1%)"
"678","ECVM210900758","1 (<0.1%)"
"679","ECVM210900759","1 (<0.1%)"
"680","ECVM210900760","1 (<0.1%)"
"681","ECVM210900761","1 (<0.1%)"
"682","ECVM210900762","1 (<0.1%)"
"683","ECVM210900763","1 (<0.1%)"
"684","ECVM210900764","1 (<0.1%)"
"685","ECVM210900765","1 (<0.1%)"
"686","ECVM210900766","1 (<0.1%)"
"687","ECVM210900767","1 (<0.1%)"
"688","ECVM210900768","1 (<0.1%)"
"689","ECVM210900769","1 (<0.1%)"
"690","ECVM210900772","1 (<0.1%)"
"691","ECVM210900773","1 (<0.1%)"
"692","ECVM210900774","1 (<0.1%)"
"693","ECVM210900775","1 (<0.1%)"
"694","ECVM210900776","1 (<0.1%)"
"695","ECVM210900777","1 (<0.1%)"
"696","ECVM210900778","1 (<0.1%)"
"697","ECVM210900779","1 (<0.1%)"
"698","ECVM210900780","1 (<0.1%)"
"699","ECVM210900781","1 (<0.1%)"
"700","ECVM210900782","1 (<0.1%)"
"701","ECVM210900783","1 (<0.1%)"
"702","ECVM210900785","1 (<0.1%)"
"703","ECVM210900786","1 (<0.1%)"
"704","ECVM210900787","1 (<0.1%)"
"705","ECVM210900788","1 (<0.1%)"
"706","ECVM210900789","1 (<0.1%)"
"707","ECVM210900790","1 (<0.1%)"
"708","ECVM210900791","1 (<0.1%)"
"709","ECVM210900792","1 (<0.1%)"
"710","ECVM210900793","1 (<0.1%)"
"711","ECVM210900794","1 (<0.1%)"
"712","ECVM210900795","1 (<0.1%)"
"713","ECVM210900796","1 (<0.1%)"
"714","ECVM210900797","1 (<0.1%)"
"715","ECVM210900798","1 (<0.1%)"
"716","ECVM210900799","1 (<0.1%)"
"717","ECVM210900800","1 (<0.1%)"
"718","ECVM210900801","1 (<0.1%)"
"719","ECVM210900802","1 (<0.1%)"
"720","ECVM210900803","1 (<0.1%)"
"721","ECVM210900804","1 (<0.1%)"
"722","ECVM210900805","1 (<0.1%)"
"723","ECVM210900806","1 (<0.1%)"
"724","ECVM210900807","1 (<0.1%)"
"725","ECVM210900808","1 (<0.1%)"
"726","ECVM210900809","1 (<0.1%)"
"727","ECVM210900810","1 (<0.1%)"
"728","ECVM210900811","1 (<0.1%)"
"729","ECVM210900812","1 (<0.1%)"
"730","ECVM210900813","1 (<0.1%)"
"731","ECVM210900814","1 (<0.1%)"
"732","ECVM210900815","1 (<0.1%)"
"733","ECVM210900816","1 (<0.1%)"
"734","ECVM210900817","1 (<0.1%)"
"735","ECVM210900818","1 (<0.1%)"
"736","ECVM210900819","1 (<0.1%)"
"737","ECVM210900820","1 (<0.1%)"
"738","ECVM210900821","1 (<0.1%)"
"739","ECVM210900822","1 (<0.1%)"
"740","ECVM210900823","1 (<0.1%)"
"741","ECVM210900824","1 (<0.1%)"
"742","ECVM210900825","1 (<0.1%)"
"743","ECVM210900826","1 (<0.1%)"
"744","ECVM210900827","1 (<0.1%)"
"745","ECVM210900828","1 (<0.1%)"
"746","ECVM210900829","1 (<0.1%)"
"747","ECVM210900830","1 (<0.1%)"
"748","ECVM210900831","1 (<0.1%)"
"749","ECVM210900832","1 (<0.1%)"
"750","ECVM210900833","1 (<0.1%)"
"751","ECVM210900834","1 (<0.1%)"
"752","ECVM210900835","1 (<0.1%)"
"753","ECVM210900836","1 (<0.1%)"
"754","ECVM210900837","1 (<0.1%)"
"755","ECVM210900838","1 (<0.1%)"
"756","ECVM210900839","1 (<0.1%)"
"757","ECVM210900840","1 (<0.1%)"
"758","ECVM210900841","1 (<0.1%)"
"759","ECVM210900842","1 (<0.1%)"
"760","ECVM210900843","1 (<0.1%)"
"761","ECVM210900844","1 (<0.1%)"
"762","ECVM210900845","1 (<0.1%)"
"763","ECVM210900846","1 (<0.1%)"
"764","ECVM210900847","1 (<0.1%)"
"765","ECVM210900848","1 (<0.1%)"
"766","ECVM210900849","1 (<0.1%)"
"767","ECVM210900850","1 (<0.1%)"
"768","ECVM210900851","1 (<0.1%)"
"769","ECVM210900852","1 (<0.1%)"
"770","ECVM210900853","1 (<0.1%)"
"771","ECVM210900854","1 (<0.1%)"
"772","ECVM210900855","1 (<0.1%)"
"773","ECVM210900856","1 (<0.1%)"
"774","ECVM210900857","1 (<0.1%)"
"775","ECVM210900858","1 (<0.1%)"
"776","ECVM210900859","1 (<0.1%)"
"777","ECVM210900860","1 (<0.1%)"
"778","ECVM210900862","1 (<0.1%)"
"779","ECVM210900863","1 (<0.1%)"
"780","ECVM210900864","1 (<0.1%)"
"781","ECVM210900865","1 (<0.1%)"
"782","ECVM210900866","1 (<0.1%)"
"783","ECVM210900867","1 (<0.1%)"
"784","ECVM210900869","1 (<0.1%)"
"785","ECVM210900870","1 (<0.1%)"
"786","ECVM210900871","1 (<0.1%)"
"787","ECVM210900872","1 (<0.1%)"
"788","ECVM210900873","1 (<0.1%)"
"789","ECVM210900874","1 (<0.1%)"
"790","ECVM210900875","1 (<0.1%)"
"791","ECVM210900876","1 (<0.1%)"
"792","ECVM210900877","1 (<0.1%)"
"793","ECVM210900878","1 (<0.1%)"
"794","ECVM210900879","1 (<0.1%)"
"795","ECVM210900880","1 (<0.1%)"
"796","ECVM210900881","1 (<0.1%)"
"797","ECVM210900882","1 (<0.1%)"
"798","ECVM210900883","1 (<0.1%)"
"799","ECVM210900884","1 (<0.1%)"
"800","ECVM210900885","1 (<0.1%)"
"801","ECVM210900886","1 (<0.1%)"
"802","ECVM210900887","1 (<0.1%)"
"803","ECVM210900888","1 (<0.1%)"
"804","ECVM210900889","1 (<0.1%)"
"805","ECVM210900890","1 (<0.1%)"
"806","ECVM210900891","1 (<0.1%)"
"807","ECVM210900892","1 (<0.1%)"
"808","ECVM210900893","1 (<0.1%)"
"809","ECVM210900894","1 (<0.1%)"
"810","ECVM210900895","1 (<0.1%)"
"811","ECVM210900896","1 (<0.1%)"
"812","ECVM210900897","1 (<0.1%)"
"813","ECVM210900898","1 (<0.1%)"
"814","ECVM210900899","1 (<0.1%)"
"815","ECVM210900900","1 (<0.1%)"
"816","ECVM210900901","1 (<0.1%)"
"817","ECVM210900902","1 (<0.1%)"
"818","ECVM210900903","1 (<0.1%)"
"819","ECVM210900904","1 (<0.1%)"
"820","ECVM210900905","1 (<0.1%)"
"821","ECVM210900906","1 (<0.1%)"
"822","ECVM210900907","1 (<0.1%)"
"823","ECVM210900908","1 (<0.1%)"
"824","ECVM210900909","1 (<0.1%)"
"825","ECVM210900910","1 (<0.1%)"
"826","ECVM210900911","1 (<0.1%)"
"827","ECVM210900912","1 (<0.1%)"
"828","ECVM210900913","1 (<0.1%)"
"829","ECVM210900914","1 (<0.1%)"
"830","ECVM210900915","1 (<0.1%)"
"831","ECVM210900916","1 (<0.1%)"
"832","ECVM210900917","1 (<0.1%)"
"833","ECVM210900918","1 (<0.1%)"
"834","ECVM210900919","1 (<0.1%)"
"835","ECVM210900920","1 (<0.1%)"
"836","ECVM210900921","1 (<0.1%)"
"837","ECVM210900922","1 (<0.1%)"
"838","ECVM210900923","1 (<0.1%)"
"839","ECVM210900924","1 (<0.1%)"
"840","ECVM210900925","1 (<0.1%)"
"841","ECVM210900926","1 (<0.1%)"
"842","ECVM210900927","1 (<0.1%)"
"843","ECVM210900928","1 (<0.1%)"
"844","ECVM210900929","1 (<0.1%)"
"845","ECVM210900930","1 (<0.1%)"
"846","ECVM210900931","1 (<0.1%)"
"847","ECVM210900932","1 (<0.1%)"
"848","ECVM210900933","1 (<0.1%)"
"849","ECVM210900934","1 (<0.1%)"
"850","ECVM210900935","1 (<0.1%)"
"851","ECVM210900936","1 (<0.1%)"
"852","ECVM210900937","1 (<0.1%)"
"853","ECVM210900938","1 (<0.1%)"
"854","ECVM210900939","1 (<0.1%)"
"855","ECVM210900940","1 (<0.1%)"
"856","ECVM210900941","1 (<0.1%)"
"857","ECVM210900942","1 (<0.1%)"
"858","ECVM210900943","1 (<0.1%)"
"859","ECVM210900944","1 (<0.1%)"
"860","ECVM210900945","1 (<0.1%)"
"861","ECVM210900946","1 (<0.1%)"
"862","ECVM210900947","1 (<0.1%)"
"863","ECVM210900948","1 (<0.1%)"
"864","ECVM210900949","1 (<0.1%)"
"865","ECVM210900950","1 (<0.1%)"
"866","ECVM210900951","1 (<0.1%)"
"867","ECVM210900952","1 (<0.1%)"
"868","ECVM210900953","1 (<0.1%)"
"869","ECVM210900954","1 (<0.1%)"
"870","ECVM210900956","1 (<0.1%)"
"871","ECVM210900957","1 (<0.1%)"
"872","ECVM210900958","1 (<0.1%)"
"873","ECVM210900959","1 (<0.1%)"
"874","ECVM210900960","1 (<0.1%)"
"875","ECVM210900961","1 (<0.1%)"
"876","ECVM210900962","1 (<0.1%)"
"877","ECVM210900963","1 (<0.1%)"
"878","ECVM210900964","1 (<0.1%)"
"879","ECVM210900965","1 (<0.1%)"
"880","ECVM210900966","1 (<0.1%)"
"881","ECVM210900967","1 (<0.1%)"
"882","ECVM210900968","1 (<0.1%)"
"883","ECVM210900969","1 (<0.1%)"
"884","ECVM210900971","1 (<0.1%)"
"885","ECVM210900972","1 (<0.1%)"
"886","ECVM210900973","1 (<0.1%)"
"887","ECVM210900974","1 (<0.1%)"
"888","ECVM210900975","1 (<0.1%)"
"889","ECVM210900976","1 (<0.1%)"
"890","ECVM210900977","1 (<0.1%)"
"891","ECVM210900978","1 (<0.1%)"
"892","ECVM210900980","1 (<0.1%)"
"893","ECVM210900981","1 (<0.1%)"
"894","ECVM210900982","1 (<0.1%)"
"895","ECVM210900983","1 (<0.1%)"
"896","ECVM210900984","1 (<0.1%)"
"897","ECVM210900985","1 (<0.1%)"
"898","ECVM210900986","1 (<0.1%)"
"899","ECVM210900987","1 (<0.1%)"
"900","ECVM210900988","1 (<0.1%)"
"901","ECVM210900989","1 (<0.1%)"
"902","ECVM210900990","1 (<0.1%)"
"903","ECVM210900991","1 (<0.1%)"
"904","ECVM210900992","1 (<0.1%)"
"905","ECVM210900993","1 (<0.1%)"
"906","ECVM210900994","1 (<0.1%)"
"907","ECVM210900995","1 (<0.1%)"
"908","ECVM210900996","1 (<0.1%)"
"909","ECVM210900997","1 (<0.1%)"
"910","ECVM210900998","1 (<0.1%)"
"911","ECVM210900999","1 (<0.1%)"
"912","ECVM210901000","1 (<0.1%)"
"913","ECVM210901001","1 (<0.1%)"
"914","ECVM210901002","1 (<0.1%)"
"915","ECVM210901003","1 (<0.1%)"
"916","ECVM210901004","1 (<0.1%)"
"917","ECVM210901005","1 (<0.1%)"
"918","ECVM210901006","1 (<0.1%)"
"919","ECVM210901007","1 (<0.1%)"
"920","ECVM210901008","1 (<0.1%)"
"921","ECVM210901009","1 (<0.1%)"
"922","ECVM210901010","1 (<0.1%)"
"923","ECVM210901011","1 (<0.1%)"
"924","ECVM210901012","1 (<0.1%)"
"925","ECVM210901013","1 (<0.1%)"
"926","ECVM210901014","1 (<0.1%)"
"927","ECVM210901015","1 (<0.1%)"
"928","ECVM210901016","1 (<0.1%)"
"929","ECVM210901017","1 (<0.1%)"
"930","ECVM210901018","1 (<0.1%)"
"931","ECVM210901021","1 (<0.1%)"
"932","ECVM210901022","1 (<0.1%)"
"933","ECVM210901023","1 (<0.1%)"
"934","ECVM210901024","1 (<0.1%)"
"935","ECVM210901025","1 (<0.1%)"
"936","ECVM210901026","1 (<0.1%)"
"937","ECVM210901027","1 (<0.1%)"
"938","ECVM210901028","1 (<0.1%)"
"939","ECVM210901029","1 (<0.1%)"
"940","ECVM210901030","1 (<0.1%)"
"941","ECVM210901031","1 (<0.1%)"
"942","ECVM210901032","1 (<0.1%)"
"943","ECVM210901033","1 (<0.1%)"
"944","ECVM210901034","1 (<0.1%)"
"945","ECVM210901035","1 (<0.1%)"
"946","ECVM210901036","1 (<0.1%)"
"947","ECVM210901037","1 (<0.1%)"
"948","ECVM210901038","1 (<0.1%)"
"949","ECVM210901040","1 (<0.1%)"
"950","ECVM210901041","1 (<0.1%)"
"951","ECVM210901042","1 (<0.1%)"
"952","ECVM210901043","1 (<0.1%)"
"953","ECVM210901044","1 (<0.1%)"
"954","ECVM210901045","1 (<0.1%)"
"955","ECVM210901046","1 (<0.1%)"
"956","ECVM210901047","1 (<0.1%)"
"957","ECVM210901048","1 (<0.1%)"
"958","ECVM210901049","1 (<0.1%)"
"959","ECVM210901050","1 (<0.1%)"
"960","ECVM210901051","1 (<0.1%)"
"961","ECVM210901052","1 (<0.1%)"
"962","ECVM210901053","1 (<0.1%)"
"963","ECVM210901054","1 (<0.1%)"
"964","ECVM210901055","1 (<0.1%)"
"965","ECVM210901056","1 (<0.1%)"
"966","ECVM210901057","1 (<0.1%)"
"967","ECVM210901058","1 (<0.1%)"
"968","ECVM210901059","1 (<0.1%)"
"969","ECVM210901060","1 (<0.1%)"
"970","ECVM210901061","1 (<0.1%)"
"971","ECVM210901062","1 (<0.1%)"
"972","ECVM210901063","1 (<0.1%)"
"973","ECVM210901064","1 (<0.1%)"
"974","ECVM210901065","1 (<0.1%)"
"975","ECVM210901066","1 (<0.1%)"
"976","ECVM210901067","1 (<0.1%)"
"977","ECVM210901068","1 (<0.1%)"
"978","ECVM210901069","1 (<0.1%)"
"979","ECVM210901070","1 (<0.1%)"
"980","ECVM210901071","1 (<0.1%)"
"981","ECVM210901072","1 (<0.1%)"
"982","ECVM210901073","1 (<0.1%)"
"983","ECVM210901074","1 (<0.1%)"
"984","ECVM210901075","1 (<0.1%)"
"985","ECVM210901076","1 (<0.1%)"
"986","ECVM210901077","1 (<0.1%)"
"987","ECVM210901078","1 (<0.1%)"
"988","ECVM210901079","1 (<0.1%)"
"989","ECVM210901080","1 (<0.1%)"
"990","ECVM210901081","1 (<0.1%)"
"991","ECVM210901082","1 (<0.1%)"
"992","ECVM210901083","1 (<0.1%)"
"993","ECVM210901084","1 (<0.1%)"
"994","ECVM210901085","1 (<0.1%)"
"995","ECVM210901086","1 (<0.1%)"
"996","ECVM210901087","1 (<0.1%)"
"997","ECVM210901088","1 (<0.1%)"
"998","ECVM210901089","1 (<0.1%)"
"999","ECVM210901090","1 (<0.1%)"
"1000","ECVM210901091","1 (<0.1%)"
"1001","ECVM210901092","1 (<0.1%)"
"1002","ECVM210901093","1 (<0.1%)"
"1003","ECVM210901095","1 (<0.1%)"
"1004","ECVM210901096","1 (<0.1%)"
"1005","ECVM210901097","1 (<0.1%)"
"1006","ECVM210901099","1 (<0.1%)"
"1007","ECVM210901100","1 (<0.1%)"
"1008","ECVM210901101","1 (<0.1%)"
"1009","ECVM210901102","1 (<0.1%)"
"1010","ECVM210901103","1 (<0.1%)"
"1011","ECVM210901104","1 (<0.1%)"
"1012","ECVM210901105","1 (<0.1%)"
"1013","ECVM210901106","1 (<0.1%)"
"1014","ECVM210901107","1 (<0.1%)"
"1015","ECVM210901108","1 (<0.1%)"
"1016","ECVM210901109","1 (<0.1%)"
"1017","ECVM210901110","1 (<0.1%)"
"1018","ECVM210901111","1 (<0.1%)"
"1019","ECVM210901112","1 (<0.1%)"
"1020","ECVM210901113","1 (<0.1%)"
"1021","ECVM210901114","1 (<0.1%)"
"1022","ECVM210901115","1 (<0.1%)"
"1023","ECVM210901116","1 (<0.1%)"
"1024","ECVM210901117","1 (<0.1%)"
"1025","ECVM210901118","1 (<0.1%)"
"1026","ECVM210901119","1 (<0.1%)"
"1027","ECVM210901121","1 (<0.1%)"
"1028","ECVM210901123","1 (<0.1%)"
"1029","ECVM210901125","1 (<0.1%)"
"1030","ECVM210901126","1 (<0.1%)"
"1031","ECVM210901127","1 (<0.1%)"
"1032","ECVM210901128","1 (<0.1%)"
"1033","ECVM210901129","1 (<0.1%)"
"1034","ECVM210901130","1 (<0.1%)"
"1035","ECVM210901131","1 (<0.1%)"
"1036","ECVM210901132","1 (<0.1%)"
"1037","ECVM210901133","1 (<0.1%)"
"1038","ECVM210901134","1 (<0.1%)"
"1039","ECVM210901136","1 (<0.1%)"
"1040","ECVM210901137","1 (<0.1%)"
"1041","ECVM210901138","1 (<0.1%)"
"1042","ECVM210901139","1 (<0.1%)"
"1043","ECVM210901140","1 (<0.1%)"
"1044","ECVM210901142","1 (<0.1%)"
"1045","ECVM210901143","1 (<0.1%)"
"1046","ECVM210901144","1 (<0.1%)"
"1047","ECVM210901145","1 (<0.1%)"
"1048","ECVM210901146","1 (<0.1%)"
"1049","ECVM210901147","1 (<0.1%)"
"1050","ECVM210901148","1 (<0.1%)"
"1051","ECVM210901150","1 (<0.1%)"
"1052","ECVM210901151","1 (<0.1%)"
"1053","ECVM210901152","1 (<0.1%)"
"1054","ECVM210901153","1 (<0.1%)"
"1055","ECVM210901154","1 (<0.1%)"
"1056","ECVM210901155","1 (<0.1%)"
"1057","ECVM210901156","1 (<0.1%)"
"1058","ECVM210901157","1 (<0.1%)"
"1059","ECVM210901158","1 (<0.1%)"
"1060","ECVM210901159","1 (<0.1%)"
"1061","ECVM210901160","1 (<0.1%)"
"1062","ECVM210901161","1 (<0.1%)"
"1063","ECVM210901162","1 (<0.1%)"
"1064","ECVM210901163","1 (<0.1%)"
"1065","ECVM210901164","1 (<0.1%)"
"1066","ECVM210901165","1 (<0.1%)"
"1067","ECVM210901166","1 (<0.1%)"
"1068","ECVM210901167","1 (<0.1%)"
"1069","ECVM210901168","1 (<0.1%)"
"1070","ECVM210901169","1 (<0.1%)"
"1071","ECVM210901171","1 (<0.1%)"
"1072","ECVM210901174","1 (<0.1%)"
"1073","ECVM210901176","1 (<0.1%)"
"1074","ECVM210901178","1 (<0.1%)"
"1075","ECVM210901179","1 (<0.1%)"
"1076","ECVM210901180","1 (<0.1%)"
"1077","ECVM210901181","1 (<0.1%)"
"1078","ECVM210901182","1 (<0.1%)"
"1079","ECVM210901183","1 (<0.1%)"
"1080","ECVM210901184","1 (<0.1%)"
"1081","ECVM210901185","1 (<0.1%)"
"1082","ECVM210901186","1 (<0.1%)"
"1083","ECVM210901187","1 (<0.1%)"
"1084","ECVM210901188","1 (<0.1%)"
"1085","ECVM210901189","1 (<0.1%)"
"1086","ECVM210901190","1 (<0.1%)"
"1087","ECVM210901191","1 (<0.1%)"
"1088","ECVM210901192","1 (<0.1%)"
"1089","ECVM210901193","1 (<0.1%)"
"1090","ECVM210901194","1 (<0.1%)"
"1091","ECVM210901195","1 (<0.1%)"
"1092","ECVM210901196","1 (<0.1%)"
"1093","ECVM210901197","1 (<0.1%)"
"1094","ECVM210901199","1 (<0.1%)"
"1095","ECVM210901200","1 (<0.1%)"
"1096","ECVM210901202","1 (<0.1%)"
"1097","ECVM210901203","1 (<0.1%)"
"1098","ECVM210901204","1 (<0.1%)"
"1099","ECVM210901205","1 (<0.1%)"
"1100","ECVM210901206","1 (<0.1%)"
"1101","ECVM210901207","1 (<0.1%)"
"1102","ECVM210901208","1 (<0.1%)"
"1103","ECVM210901210","1 (<0.1%)"
"1104","ECVM210901212","1 (<0.1%)"
"1105","ECVM210901213","1 (<0.1%)"
"1106","ECVM210901214","1 (<0.1%)"
"1107","ECVM210901216","1 (<0.1%)"
"1108","ECVM210901217","1 (<0.1%)"
"1109","ECVM210901218","1 (<0.1%)"
"1110","ECVM210901219","1 (<0.1%)"
"1111","ECVM210901220","1 (<0.1%)"
"1112","ECVM210901221","1 (<0.1%)"
"1113","ECVM210901224","1 (<0.1%)"
"1114","ECVM210901226","1 (<0.1%)"
"1115","ECVM210901228","1 (<0.1%)"
"1116","ECVM210901229","1 (<0.1%)"
"1117","ECVM210901230","1 (<0.1%)"
"1118","ECVM210901231","1 (<0.1%)"
"1119","ECVM210901233","1 (<0.1%)"
"1120","ECVM210901234","1 (<0.1%)"
"1121","ECVM210901235","1 (<0.1%)"
"1122","ECVM210901237","1 (<0.1%)"
"1123","ECVM210901238","1 (<0.1%)"
"1124","ECVM210901239","1 (<0.1%)"
"1125","ECVM210901240","1 (<0.1%)"
"1126","ECVM210901241","1 (<0.1%)"
"1127","ECVM210901242","1 (<0.1%)"
"1128","ECVM210901243","1 (<0.1%)"
"1129","ECVM210901244","1 (<0.1%)"
"1130","ECVM210901245","1 (<0.1%)"
"1131","ECVM210901246","1 (<0.1%)"
"1132","ECVM210901247","1 (<0.1%)"
"1133","ECVM210901248","1 (<0.1%)"
"1134","ECVM210901249","1 (<0.1%)"
"1135","ECVM210901250","1 (<0.1%)"
"1136","ECVM210901251","1 (<0.1%)"
"1137","ECVM210901252","1 (<0.1%)"
"1138","ECVM210901253","1 (<0.1%)"
"1139","ECVM210901254","1 (<0.1%)"
"1140","ECVM210901255","1 (<0.1%)"
"1141","ECVM210901257","1 (<0.1%)"
"1142","ECVM210901258","1 (<0.1%)"
"1143","ECVM210901259","1 (<0.1%)"
"1144","ECVM210901260","1 (<0.1%)"
"1145","ECVM210901261","1 (<0.1%)"
"1146","ECVM210901262","1 (<0.1%)"
"1147","ECVM210901263","1 (<0.1%)"
"1148","ECVM210901264","1 (<0.1%)"
"1149","ECVM210901266","1 (<0.1%)"
"1150","ECVM210901267","1 (<0.1%)"
"1151","ECVM210901268","1 (<0.1%)"
"1152","ECVM210901269","1 (<0.1%)"
"1153","ECVM210901270","1 (<0.1%)"
"1154","ECVM210901271","1 (<0.1%)"
"1155","ECVM210901272","1 (<0.1%)"
"1156","ECVM210901273","1 (<0.1%)"
"1157","ECVM210901274","1 (<0.1%)"
"1158","ECVM210901275","1 (<0.1%)"
"1159","ECVM210901276","1 (<0.1%)"
"1160","ECVM210901278","1 (<0.1%)"
"1161","ECVM210901280","1 (<0.1%)"
"1162","ECVM210901281","1 (<0.1%)"
"1163","ECVM210901283","1 (<0.1%)"
"1164","ECVM210901284","1 (<0.1%)"
"1165","ECVM210901285","1 (<0.1%)"
"1166","ECVM210901286","1 (<0.1%)"
"1167","ECVM210901287","1 (<0.1%)"
"1168","ECVM210901288","1 (<0.1%)"
"1169","ECVM210901290","1 (<0.1%)"
"1170","ECVM210901291","1 (<0.1%)"
"1171","ECVM210901292","1 (<0.1%)"
"1172","ECVM210901293","1 (<0.1%)"
"1173","ECVM210901294","1 (<0.1%)"
"1174","ECVM210901295","1 (<0.1%)"
"1175","ECVM210901296","1 (<0.1%)"
"1176","ECVM210901297","1 (<0.1%)"
"1177","ECVM210901298","1 (<0.1%)"
"1178","ECVM210901299","1 (<0.1%)"
"1179","ECVM210901300","1 (<0.1%)"
"1180","ECVM210901301","1 (<0.1%)"
"1181","ECVM210901303","1 (<0.1%)"
"1182","ECVM210901304","1 (<0.1%)"
"1183","ECVM210901305","1 (<0.1%)"
"1184","ECVM210901306","1 (<0.1%)"
"1185","ECVM210901307","1 (<0.1%)"
"1186","ECVM210901308","1 (<0.1%)"
"1187","ECVM210901309","1 (<0.1%)"
"1188","ECVM210901310","1 (<0.1%)"
"1189","ECVM210901311","1 (<0.1%)"
"1190","ECVM210901312","1 (<0.1%)"
"1191","ECVM210901313","1 (<0.1%)"
"1192","ECVM210901314","1 (<0.1%)"
"1193","ECVM210901315","1 (<0.1%)"
"1194","ECVM210901316","1 (<0.1%)"
"1195","ECVM210901317","1 (<0.1%)"
"1196","ECVM210901319","1 (<0.1%)"
"1197","ECVM210901320","1 (<0.1%)"
"1198","ECVM210901321","1 (<0.1%)"
"1199","ECVM210901322","1 (<0.1%)"
"1200","ECVM210901323","1 (<0.1%)"
"1201","ECVM210901324","1 (<0.1%)"
"1202","ECVM210901325","1 (<0.1%)"
"1203","ECVM210901326","1 (<0.1%)"
"1204","ECVM210901328","1 (<0.1%)"
"1205","ECVM210901329","1 (<0.1%)"
"1206","ECVM210901330","1 (<0.1%)"
"1207","ECVM210901331","1 (<0.1%)"
"1208","ECVM210901332","1 (<0.1%)"
"1209","ECVM210901333","1 (<0.1%)"
"1210","ECVM210901335","1 (<0.1%)"
"1211","ECVM210901336","1 (<0.1%)"
"1212","ECVM210901337","1 (<0.1%)"
"1213","ECVM210901338","1 (<0.1%)"
"1214","ECVM210901339","1 (<0.1%)"
"1215","ECVM210901340","1 (<0.1%)"
"1216","ECVM210901341","1 (<0.1%)"
"1217","ECVM210901342","1 (<0.1%)"
"1218","ECVM210901343","1 (<0.1%)"
"1219","ECVM210901344","1 (<0.1%)"
"1220","ECVM210901345","1 (<0.1%)"
"1221","ECVM210901346","1 (<0.1%)"
"1222","ECVM210901347","1 (<0.1%)"
"1223","ECVM210901348","1 (<0.1%)"
"1224","ECVM210901349","1 (<0.1%)"
"1225","ECVM210901350","1 (<0.1%)"
"1226","ECVM210901351","1 (<0.1%)"
"1227","ECVM210901352","1 (<0.1%)"
"1228","ECVM210901353","1 (<0.1%)"
"1229","ECVM210901354","1 (<0.1%)"
"1230","ECVM210901355","1 (<0.1%)"
"1231","ECVM210901356","1 (<0.1%)"
"1232","ECVM210901357","1 (<0.1%)"
"1233","ECVM210901358","1 (<0.1%)"
"1234","ECVM210901359","1 (<0.1%)"
"1235","ECVM210901361","1 (<0.1%)"
"1236","ECVM210901362","1 (<0.1%)"
"1237","ECVM210901363","1 (<0.1%)"
"1238","ECVM210901364","1 (<0.1%)"
"1239","ECVM210901365","1 (<0.1%)"
"1240","ECVM210901366","1 (<0.1%)"
"1241","ECVM210901367","1 (<0.1%)"
"1242","ECVM210901368","1 (<0.1%)"
"1243","ECVM210901369","1 (<0.1%)"
"1244","ECVM210901370","1 (<0.1%)"
"1245","ECVM210901371","1 (<0.1%)"
"1246","ECVM210901372","1 (<0.1%)"
"1247","ECVM210901373","1 (<0.1%)"
"1248","ECVM210901374","1 (<0.1%)"
"1249","ECVM210901375","1 (<0.1%)"
"1250","ECVM210901376","1 (<0.1%)"
"1251","ECVM210901377","1 (<0.1%)"
"1252","ECVM210901378","1 (<0.1%)"
"1253","ECVM210901379","1 (<0.1%)"
"1254","ECVM210901380","1 (<0.1%)"
"1255","ECVM210901381","1 (<0.1%)"
"1256","ECVM210901382","1 (<0.1%)"
"1257","ECVM210901384","1 (<0.1%)"
"1258","ECVM210901385","1 (<0.1%)"
